,Systematic name,RNA pol II  presence (per gene),TR indirect (mol/hour),TR (mol/hour)
5849,YOR191W,,0.8999999999999999,
5850,YOR192C,0.0556,0.198,2.784
5851,YOR192C-C,,,
5852,YOR193W,0.0573,0.75,4.566
5853,YOR194C,0.0868,3.834,9.078
5854,YOR195W,0.0988,3.0420000000000003,3.606
5855,YOR196C,0.069,4.71,4.992
5856,YOR197W,0.1046,27.876,7.254
5857,YOR198C,0.1965,5.502000000000001,12.528
5858,YOR199W,,,
5859,YOR200W,0.0379,,8.568000000000001
5860,YOR201C,0.0519,,3.774
5861,YOR202W,0.0916,,12.456
5862,YOR203W,,,
5863,YOR204W,2.1351,8.748000000000001,105.93
5864,YOR205C,0.1288,2.43,6.942
5865,YOR206W,0.2747,26.201999999999998,11.598
5866,YOR207C,0.2809,6.5520000000000005,7.332
5867,YOR208W,0.0564,4.842,2.25
5868,YOR209C,,25.908,
5869,YOR210W,,54.942,
5870,YOR211C,,,
5871,YOR212W,0.2089,21.924,14.79
5872,YOR213C,0.0354,,4.266
5873,YOR214C,,,
5874,YOR215C,0.0676,14.508,10.92
5875,YOR216C,0.1646,3.9960000000000004,10.188
5876,YOR217W,0.2842,,9.894
5877,YOR218C,0.0457,,9.822000000000001
5878,YOR219C,0.1524,2.9459999999999997,4.9079999999999995
5879,YOR220W,,11.76,
5880,YOR221C,,4.236,
5881,YOR222W,,14.879999999999999,
5882,YOR223W,0.0424,1.9680000000000002,4.35
5883,YOR224C,0.0653,41.268,13.35
5884,YOR225W,,,
5885,YOR226C,0.1101,,21.09
5886,YOR227W,,3.246,
5887,YOR228C,0.0205,0.876,2.0279999999999996
5888,YOR229W,0.106,1.5959999999999999,6.804
5889,YOR230W,0.0978,14.604000000000001,6.702
5890,YOR231C-A,,,
5891,YOR231W,0.0895,1.332,5.279999999999999
5892,YOR232W,0.0784,57.378,10.290000000000001
5893,YOR233W,0.2972,1.212,11.136
5894,YOR234C,0.2182,207.92399999999998,23.1
5895,YOR235W,,0.204,
5896,YOR236W,,5.1419999999999995,
5897,YOR237W,,0.192,
5898,YOR238W,0.0533,1.038,5.268
5899,YOR239W,0.1615,4.428,7.703999999999999
5900,YOR241W,0.195,13.254000000000001,10.661999999999999
5901,YOR242C,0.0491,3.024,3.96
5902,YOR243C,0.2383,20.201999999999998,10.566
5903,YOR244W,0.1044,4.626,7.032
5904,YOR245C,0.0813,1.548,5.82
5905,YOR246C,0.1401,19.032,12.707999999999998
5906,YOR247W,,,
5907,YOR248W,,,
5908,YOR249C,0.1539,4.422,6.731999999999999
5909,YOR250C,0.0384,2.9939999999999998,2.586
5910,YOR251C,0.0517,2.5620000000000003,5.094
5911,YOR252W,0.0516,7.733999999999999,8.67
5912,YOR253W,,6.965999999999999,
5913,YOR254C,0.2956,47.388,13.362
5914,YOR255W,,,
5915,YOR256C,,4.074,
5916,YOR257W,,,
5917,YOR258W,0.0314,,4.332
5918,YOR259C,0.2159,,14.796000000000001
5919,YOR260W,0.1862,8.406,9.654
5920,YOR261C,0.2624,13.638,23.25
5921,YOR262W,0.0988,4.152,8.532
5922,YOR263C,0.0478,0.288,10.578000000000001
5923,YOR264W,0.2005,0.9480000000000001,13.968
5924,YOR265W,,4.458,
5925,YOR266W,0.0685,2.694,4.854
5926,YOR267C,,1.3559999999999999,
5927,YOR268C,0.031,0.252,7.008
5928,YOR269W,0.1085,1.782,6.582000000000001
5929,YOR270C,0.4292,4.787999999999999,15.318000000000001
5930,YOR271C,0.0953,19.47,8.724
5931,YOR272W,0.1444,12.888,9.402000000000001
5932,YOR273C,,1.44,
5933,YOR274W,0.0471,1.4280000000000002,3.294
5934,YOR275C,0.0982,5.796,4.452
5935,YOR276W,,,
5936,YOR277C,,,
5937,YOR278W,0.0506,,5.513999999999999
5938,YOR279C,0.0887,,8.568000000000001
5939,YOR280C,0.0297,9.462,3.336
5940,YOR281C,0.0947,18.534,9.906
5941,YOR282W,,0.204,
5942,YOR283W,0.0555,18.924,7.218
5943,YOR284W,0.0204,5.028,2.508
5944,YOR285W,0.0545,26.171999999999997,11.712000000000002
5945,YOR286W,0.08,6.864,16.038
5946,YOR287C,0.0772,6.558,7.6979999999999995
5947,YOR288C,0.0448,1.6740000000000002,4.218
5948,YOR289W,0.0241,,2.88
5949,YOR290C,0.2894,2.04,5.094
5950,YOR291W,0.1789,,3.642
5951,YOR292C,0.0339,,3.282
5952,YOR293C-A,,,
5953,YOR293W,0.2858,328.10999999999996,34.11
5954,YOR294W,0.0804,13.482000000000001,11.844
5955,YOR295W,0.0324,1.8059999999999998,4.248
5956,YOR296W,0.148,0.396,3.444
5957,YOR297C,0.0276,0.5579999999999999,4.302
5958,YOR298C-A,,,
5959,YOR298W,0.0803,,5.022
5960,YOR299W,0.1906,,7.656
5961,YOR300W,,,
5962,YOR301W,0.261,1.74,17.976
5963,YOR302W,,,
5964,YOR303W,0.2565,7.805999999999999,18.695999999999998
5965,YOR304C-A,,1.008,
5966,YOR304W,0.3223,9.33,8.628
5967,YOR305W,0.0548,7.056,6.78
5968,YOR306C,0.2689,4.704,15.462
5969,YOR307C,0.089,3.294,5.886
5970,YOR308C,0.161,3.516,8.22
5971,YOR309C,,122.43599999999999,
5972,YOR310C,0.4594,,26.934
5973,YOR311C,,16.194,
5974,YOR312C,0.3591,187.476,34.236
5975,YOR313C,0.0503,0.09,4.458
5976,YOR314W,,0.09,
5977,YOR314W-A,,,
5978,YOR315W,,0.828,
5979,YOR316C,0.1225,4.667999999999999,8.358
5980,YOR316C-A,,,
5981,YOR317W,,2.178,
5982,YOR318C,0.0232,0.63,3.198
5983,YOR319W,0.0293,2.508,4.11
5984,YOR320C,0.0934,7.8420000000000005,5.694
5985,YOR321W,0.111,4.716,4.416
5986,YOR322C,0.3014,3.84,11.046000000000001
5987,YOR323C,0.1065,7.332,6.9959999999999996
5988,YOR324C,0.1066,0.642,5.304
5989,YOR325W,0.0581,,11.058
5990,YOR326W,,7.32,
5991,YOR327C,,19.194000000000003,
5992,YOR328W,,1.038,
5993,YOR329C,0.2032,10.806000000000001,6.984
5994,YOR329W-A,,,
5995,YOR330C,,,
5996,YOR331C,0.0761,,12.288
5997,YOR332W,0.1023,23.85,13.14
5998,YOR333C,0.0221,,4.787999999999999
5999,YOR334W,0.0435,,2.772
6000,YOR335C,0.4536,8.76,14.196
6001,YOR335W-A,,,
6002,YOR336W,,0.72,
6003,YOR337W,0.2053,0.228,8.106
6004,YOR338W,0.2474,3.7620000000000005,20.412
6005,YOR339C,0.0265,0.09,5.082
6006,YOR340C,,13.332,
6007,YOR341W,,2.274,
6008,YOR342C,0.0955,5.028,8.964
6009,YOR343C,,0.23399999999999999,
6010,YOR344C,,3.6119999999999997,
6011,YOR345C,0.022,,5.652
6012,YOR346W,,,
6013,YOR347C,0.0999,,5.91
6014,YOR348C,0.0189,,0.906
6015,YOR349W,0.1403,,4.152
6016,YOR350C,,,
6017,YOR351C,0.0242,0.066,1.458
6018,YOR352W,0.1058,3.3480000000000003,9.234
6019,YOR353C,0.1903,2.646,7.212
6020,YOR354C,0.1249,1.692,5.412
6021,YOR355W,0.2203,6.3839999999999995,12.642
6022,YOR356W,,,
6023,YOR357C,0.0438,8.346,8.081999999999999
6024,YOR358W,0.0622,,7.6979999999999995
6025,YOR359W,0.2244,,12.857999999999999
6026,YOR360C,0.2793,5.016,15.906
6027,YOR361C,0.6526,11.214,25.638
6028,YOR362C,0.2641,12.564,27.444
6029,YOR363C,0.2478,,7.457999999999999
6030,YOR364W,0.018,,4.398000000000001
6031,YOR365C,0.0429,,1.83
6032,YOR366W,,,
6033,YOR367W,0.0404,3.93,6.048
6034,YOR368W,0.0775,3.4259999999999997,5.79
6035,YOR369C,,346.11,
6036,YOR370C,0.2679,9.264000000000001,13.314
6037,YOR371C,0.2036,,6.804
6038,YOR372C,0.1346,2.49,7.2780000000000005
6039,YOR373W,,0.654,
6040,YOR374W,0.0516,,2.976
6041,YOR375C,,24.137999999999998,
6042,YOR376W,,0.048,
6043,YOR376W-A,,,
6044,YOR377W,0.121,2.754,6.906
6045,YOR378W,0.0328,,1.9080000000000001
6046,YOR379C,,,
6047,YOR380W,0.0612,,3.36
6048,YOR381W,0.0958,0.636,4.038
6049,YOR381W-A,,,
6050,YOR382W,0.0261,3.264,5.094
6051,YOR383C,0.015,6.942,2.2020000000000004
6052,YOR384W,0.1947,0.528,8.411999999999999
6053,YOR385W,0.1485,5.022,15.324000000000002
6054,YOR386W,0.0463,0.876,2.46
6055,YOR387C,,0.042,
6056,YOR388C,,,
6057,YOR389W,0.021,,1.008
6058,YOR390W,0.0688,0.9480000000000001,5.496
6059,YOR391C,,,
6060,YOR392W,0.007,,1.416
6061,YOR393W,,,
6062,YOR394C-A,,,
6063,YOR394W,,,
6064,YOR396C-A,,,
6065,YOR396W,,,
6066,YPL001W,,5.130000000000001,
6067,YPL002C,,2.4659999999999997,
6068,YPL003W,,1.734,
6069,YPL004C,,28.572,
6070,YPL005W,0.0835,0.24,4.128
6071,YPL006W,,,
6072,YPL007C,0.1098,2.274,5.598
6073,YPL008W,0.1366,,4.758
6074,YPL009C,0.2838,,8.196
6075,YPL010W,0.0417,22.14,6.6
6076,YPL011C,0.1079,6.63,9.156
6077,YPL012W,0.6759,3.138,16.506
6078,YPL013C,0.073,23.646,18.006
6079,YPL014W,,11.568,
6080,YPL015C,0.0959,17.556,8.040000000000001
6081,YPL016W,0.1396,1.068,3.186
6082,YPL017C,0.2988,,17.939999999999998
6083,YPL018W,0.0603,,4.890000000000001
6084,YPL019C,0.3827,18.12,13.74
6085,YPL020C,0.1062,3.708,5.1240000000000006
6086,YPL021W,,,
6087,YPL022W,,,
6088,YPL023C,,,
6089,YPL024W,0.0326,,4.050000000000001
6090,YPL025C,,0.048,
6091,YPL026C,0.1033,3.0540000000000003,6.162
6092,YPL027W,0.0174,,2.124
6093,YPL028W,0.0894,27.972,6.726
6094,YPL029W,0.1228,2.5020000000000002,4.992
6095,YPL030W,0.1461,5.034,7.722
6096,YPL031C,0.1935,3.5999999999999996,17.093999999999998
6097,YPL032C,0.3296,4.176,11.975999999999999
6098,YPL033C,,0.3,
6099,YPL034W,0.0602,,10.896
6100,YPL035C,,3.642,
6101,YPL036W,0.1583,1.044,5.010000000000001
6102,YPL037C,0.2082,43.842,39.624
6103,YPL038W,0.0808,1.71,13.638
6104,YPL038W-A,,,
6105,YPL039W,0.0454,,4.308
6106,YPL040C,0.33,0.75,9.876
6107,YPL041C,0.0594,0.624,8.574
6108,YPL042C,0.1278,,6.9
6109,YPL043W,0.4163,9.09,18.215999999999998
6110,YPL044C,0.0744,,12.222
6111,YPL045W,0.1497,2.556,5.622
6112,YPL046C,,1.602,
6113,YPL047W,,,
6114,YPL048W,0.0696,21.264,5.028
6115,YPL049C,0.0964,7.59,6.39
6116,YPL050C,0.0967,21.888,7.332
6117,YPL051W,0.0348,4.686,5.2620000000000005
6118,YPL052W,0.0359,,3.678
6119,YPL053C,,13.338,
6120,YPL054W,0.0151,0.696,1.5
6121,YPL055C,0.1612,19.86,14.537999999999998
6122,YPL056C,0.0276,1.446,8.13
6123,YPL057C,0.1994,,15.63
6124,YPL058C,0.2675,,5.31
6125,YPL059W,0.0454,7.056,9.042
6126,YPL060W,0.1846,0.576,13.386
6127,YPL061W,,18.9,
6128,YPL062W,0.0167,0.084,3.7199999999999998
6129,YPL063W,0.0924,16.523999999999997,5.814
6130,YPL064C,0.1282,,12.75
6131,YPL065W,0.0259,,3.204
6132,YPL066W,0.0809,3.258,5.058
6133,YPL067C,0.0501,,7.5600000000000005
6134,YPL068C,0.0377,1.1280000000000001,3.8519999999999994
6135,YPL069C,0.0427,,3.8160000000000003
6136,YPL070W,,,
6137,YPL071C,0.0364,,6.965999999999999
6138,YPL072W,0.1108,,6.654
6139,YPL073C,0.0178,,3.294
6140,YPL074W,0.1829,0.8099999999999999,7.272
6141,YPL075W,0.4981,11.664,14.424
6142,YPL076W,0.0237,1.05,2.532
6143,YPL077C,0.0495,3.606,6.168
6144,YPL078C,0.053,58.56,6.504
6145,YPL079W,0.3925,143.196,39.126
6146,YPL080C,0.0463,11.28,12.78
6147,YPL081W,0.7295,14.748,60.018
6148,YPL082C,,2.898,
6149,YPL083C,0.0661,4.362,4.236
6150,YPL084W,0.1557,3.09,5.532
6151,YPL085W,0.4838,2.892,6.612
6152,YPL086C,0.1287,7.662000000000001,6.924
6153,YPL087W,0.0453,8.526,4.272
6154,YPL088W,0.0718,4.962,6.282
6155,YPL089C,0.2874,,12.744
6156,YPL090C,0.278,,22.662
6157,YPL091W,0.1957,20.310000000000002,12.144
6158,YPL092W,,2.688,
6159,YPL093W,0.7725,,35.778000000000006
6160,YPL094C,0.0935,22.32,10.218
6161,YPL095C,,,
6162,YPL096C-A,,,
6163,YPL096W,0.0814,,6.714
6164,YPL097W,,,
6165,YPL098C,,3.4979999999999998,
6166,YPL099C,0.0428,2.85,7.032
6167,YPL100W,0.0903,,5.454
6168,YPL101W,,11.418,
6169,YPL102C,,0.18,
6170,YPL103C,0.0968,0.5399999999999999,6.192
6171,YPL104W,,4.134,
6172,YPL105C,0.5217,7.41,18.419999999999998
6173,YPL106C,0.894,28.386000000000003,38.664
6174,YPL107W,0.0565,1.05,6.8100000000000005
6175,YPL108W,0.0564,,10.032
6176,YPL109C,0.1173,0.774,4.968
6177,YPL110C,0.1322,1.842,3.2399999999999998
6178,YPL111W,0.1281,24.18,11.52
6179,YPL112C,0.0962,7.188000000000001,7.314
6180,YPL113C,,,
6181,YPL114W,0.0664,,14.268
6182,YPL115C,0.2133,4.085999999999999,5.67
6183,YPL116W,,4.8660000000000005,
6184,YPL117C,0.1031,38.178,10.716000000000001
6185,YPL118W,0.1288,8.004,11.208
6186,YPL119C,0.1099,,5.34
6187,YPL119C-A,,,
6188,YPL120W,0.075,2.784,4.032
6189,YPL121C,,0.066,
6190,YPL122C,0.138,6.3839999999999995,8.058
6191,YPL123C,0.082,,5.6579999999999995
6192,YPL124W,0.0271,7.248,3.21
6193,YPL125W,,3.7979999999999996,
6194,YPL126W,0.3496,14.868,11.693999999999999
6195,YPL127C,0.0552,5.406,6.402
6196,YPL128C,0.1295,2.0220000000000002,6.906
6197,YPL129W,0.0897,15.654000000000002,9.623999999999999
6198,YPL130W,0.011,0.084,1.47
6199,YPL131W,0.2138,221.64,21.546
6200,YPL132W,0.0438,2.8680000000000003,4.3740000000000006
6201,YPL133C,0.1497,1.602,10.05
6202,YPL134C,0.0444,1.71,4.284000000000001
6203,YPL135C-A,,,
6204,YPL135W,0.8437,5.028,152.778
6205,YPL136W,0.0593,,14.49
6206,YPL137C,0.4593,,10.794
6207,YPL138C,0.0978,1.77,8.298
6208,YPL139C,0.1364,,8.886000000000001
6209,YPL140C,0.166,1.884,9.828
6210,YPL141C,0.2902,3.636,10.056
6211,YPL142C,,,
6212,YPL143W,0.3495,,37.092
6213,YPL144W,0.04,2.292,8.081999999999999
6214,YPL145C,0.1995,15.395999999999999,13.770000000000001
6215,YPL146C,0.1591,7.104,10.476
6216,YPL147W,,0.9480000000000001,
6217,YPL148C,0.0257,,4.4399999999999995
6218,YPL149W,,,
6219,YPL150W,0.1715,0.72,5.706
6220,YPL151C,0.1511,,10.038
6221,YPL152W,0.1099,,9.198
6222,YPL152W-A,,,
6223,YPL153C,0.1055,,3.8519999999999994
6224,YPL154C,0.1949,7.98,14.411999999999999
6225,YPL155C,0.1584,,6.726
6226,YPL156C,,1.9559999999999997,
6227,YPL157W,0.1495,,14.208
6228,YPL158C,0.4008,1.602,15.846
6229,YPL159C,0.0431,0.5940000000000001,5.094
6230,YPL160W,,15.234000000000002,
6231,YPL161C,0.0575,,2.718
6232,YPL162C,,1.614,
6233,YPL163C,0.0714,27.0,8.214
6234,YPL164C,0.0703,2.784,2.9459999999999997
6235,YPL165C,0.0778,,6.2459999999999996
6236,YPL166W,,,
6237,YPL167C,,,
6238,YPL168W,0.0656,,4.566
6239,YPL169C,0.1886,9.504000000000001,9.437999999999999
6240,YPL170W,0.0706,5.07,13.872
6241,YPL171C,0.0374,1.14,2.802
6242,YPL172C,,0.6120000000000001,
6243,YPL173W,0.0737,3.1919999999999997,7.434
6244,YPL174C,0.1351,,4.667999999999999
6245,YPL175W,0.1221,,7.536
6246,YPL176C,0.1817,2.4059999999999997,6.954000000000001
6247,YPL177C,,10.806000000000001,
6248,YPL178W,,11.628,
6249,YPL179W,0.1985,3.354,10.83
6250,YPL180W,0.1836,,6.888
6251,YPL181W,0.243,,14.388000000000002
6252,YPL182C,,1.17,
6253,YPL183C,0.5963,10.44,17.652
6254,YPL183W-A,0.0168,,5.388
6255,YPL184C,0.1591,2.61,7.788
6256,YPL185W,0.0156,0.174,3.558
6257,YPL186C,0.0437,1.044,4.302
6258,YPL187W,,0.354,
6259,YPL188W,0.0642,3.096,4.644
6260,YPL189C-A,,,
6261,YPL189W,0.0324,,1.5959999999999999
6262,YPL190C,0.5011,4.41,18.726
6263,YPL191C,0.062,0.63,5.159999999999999
6264,YPL192C,,,
6265,YPL193W,0.1264,9.744,9.941999999999998
6266,YPL194W,0.0949,,4.65
6267,YPL195W,0.2095,4.2299999999999995,6.7379999999999995
6268,YPL196W,0.0584,,6.402
6269,YPL197C,,,
6270,YPL198W,0.3272,,19.002
6271,YPL199C,0.0527,,6.57
6272,YPL200W,,,
6273,YPL201C,,0.15,
6274,YPL202C,0.0447,1.326,3.222
6275,YPL203W,0.0665,5.148,5.244000000000001
6276,YPL204W,0.3581,12.299999999999999,21.714
6277,YPL205C,,,
6278,YPL206C,0.0408,3.012,3.81
6279,YPL207W,0.2331,6.816000000000001,8.622
6280,YPL208W,0.0851,7.602,4.3740000000000006
6281,YPL209C,,,
6282,YPL210C,0.2908,11.177999999999999,13.613999999999999
6283,YPL211W,,21.785999999999998,
6284,YPL212C,0.2054,,11.315999999999999
6285,YPL213W,0.0446,2.8859999999999997,5.61
6286,YPL214C,0.0914,,5.076
6287,YPL215W,0.1526,,13.644
6288,YPL216W,,,
6289,YPL217C,0.434,1.884,10.998
6290,YPL218W,,41.184,
6291,YPL219W,0.0816,,4.968
6292,YPL220W,,27.03,
6293,YPL221W,0.524,9.966,19.806
6294,YPL222C-A,,,
6295,YPL222W,,,
6296,YPL223C,,0.264,
6297,YPL224C,0.0804,3.006,5.364
6298,YPL225W,,9.606,
6299,YPL226W,1.079,7.5840000000000005,27.048
6300,YPL227C,0.1287,,11.538
6301,YPL228W,0.1186,4.212,6.474
6302,YPL229W,0.0449,1.248,6.516
6303,YPL230W,0.0415,,3.1799999999999997
6304,YPL231W,,32.292,
6305,YPL232W,0.1863,12.828,19.23
6306,YPL233W,0.079,0.75,10.944
6307,YPL234C,,36.684000000000005,
6308,YPL235W,0.2429,5.928,15.450000000000001
6309,YPL236C,0.1139,0.858,9.372
6310,YPL237W,0.1902,66.03,19.973999999999997
6311,YPL238C,,,
6312,YPL239W,0.1169,15.048000000000002,17.478
6313,YPL240C,1.0383,,43.89
6314,YPL241C,0.0354,0.9840000000000001,3.5940000000000003
6315,YPL242C,,0.6779999999999999,
6316,YPL243W,0.1938,15.33,9.696
6317,YPL244C,0.1121,,9.9
6318,YPL245W,0.1162,,7.668
6319,YPL246C,0.0788,7.2299999999999995,9.0
6320,YPL247C,0.0794,0.3,4.548
6321,YPL248C,0.1778,0.5940000000000001,6.048
6322,YPL249C,0.185,,6.204000000000001
6323,YPL249C-A,,,
6324,YPL250C,0.1959,25.098,43.002
6325,YPL250W-A,,,
6326,YPL251W,,,
6327,YPL252C,0.0611,5.484,10.608
6328,YPL253C,,0.684,
6329,YPL254W,0.0829,,5.088
6330,YPL255W,0.0893,8.898,6.948
6331,YPL256C,0.1498,,8.238
6332,YPL257W,,,
6333,YPL258C,0.0566,0.432,3.078
6334,YPL259C,0.1254,10.362,7.908
6335,YPL260W,0.1741,12.666,9.468
6336,YPL261C,,,
6337,YPL262W,0.1007,3.678,6.18
6338,YPL263C,0.1984,3.246,9.132
6339,YPL264C,0.0987,,8.376
6340,YPL265W,0.2444,3.204,12.042
6341,YPL266W,0.0667,16.668,6.282
6342,YPL267W,0.0291,2.5799999999999996,4.17
6343,YPL268W,0.2254,3.006,7.776
6344,YPL269W,0.0556,0.858,2.586
6345,YPL270W,0.1514,3.42,5.868
6346,YPL271W,,19.212,
6347,YPL272C,0.0384,0.738,2.226
6348,YPL273W,0.0718,,6.617999999999999
6349,YPL274W,0.16,4.212,8.171999999999999
6350,YPL277C,,,
6351,YPL278C,,,
6352,YPL279C,0.0693,,5.532
6353,YPL280W,,,
6354,YPL281C,0.0047,,0.318
6355,YPL282C,,,
6356,YPL283C,,,
6357,YPL283W-A,,,
6358,YPL283W-B,,,
6359,YPR001W,0.0377,0.666,2.322
6360,YPR002C-A,,,
6361,YPR002W,0.089,,5.1659999999999995
6362,YPR003C,0.0501,2.352,1.992
6363,YPR004C,0.1561,,13.584
6364,YPR005C,0.0168,0.216,1.716
6365,YPR006C,0.026,0.7799999999999999,1.3559999999999999
6366,YPR007C,,,
6367,YPR008W,0.2684,9.552,11.592
6368,YPR009W,,5.316,
6369,YPR010C,0.4855,33.774,12.102
6370,YPR011C,0.0626,1.662,5.747999999999999
6371,YPR012W,,,
6372,YPR013C,0.097,,9.162
6373,YPR014C,,,
6374,YPR015C,0.0132,,1.5959999999999999
6375,YPR016C,0.1587,18.174,19.374000000000002
6376,YPR016W-A,,,
6377,YPR017C,0.0293,3.324,6.114
6378,YPR018W,0.1169,3.312,5.784
6379,YPR019W,0.1862,1.6740000000000002,5.982
6380,YPR020W,,4.974,
6381,YPR021C,0.0786,0.876,2.61
6382,YPR022C,0.2673,5.076,7.074
6383,YPR023C,0.1305,6.336,9.744
6384,YPR024W,0.2894,13.751999999999999,11.616
6385,YPR025C,0.0855,,6.516
6386,YPR026W,0.1342,0.726,3.324
6387,YPR027C,,0.186,
6388,YPR028W,,12.954,
6389,YPR029C,0.1336,3.9119999999999995,4.811999999999999
6390,YPR030W,0.1358,0.768,3.63
6391,YPR031W,0.0529,1.206,2.124
6392,YPR032W,0.1373,0.906,3.984
6393,YPR033C,0.1403,31.566000000000003,7.6979999999999995
6394,YPR034W,0.2019,3.336,12.677999999999999
6395,YPR035W,1.0628,387.192,86.016
6396,YPR036W,0.4042,25.74,25.338
6397,YPR036W-A,,,
6398,YPR037C,0.0635,5.076,9.684
6399,YPR038W,,,
6400,YPR039W,,,
6401,YPR040W,0.1326,2.658,11.148
6402,YPR041W,0.3857,64.452,28.524
6403,YPR042C,,,
6404,YPR043W,0.4519,,59.724
6405,YPR044C,,,
6406,YPR045C,0.1174,1.062,7.482
6407,YPR046W,0.0252,,4.158
6408,YPR047W,,,
6409,YPR048W,0.1033,,4.968
6410,YPR049C,0.127,,3.234
6411,YPR050C,0.0642,,13.98
6412,YPR051W,,3.7439999999999998,
6413,YPR052C,0.0543,,17.376
6414,YPR053C,0.0743,,14.7
6415,YPR054W,0.1412,,10.896
6416,YPR055W,0.231,0.636,6.504
6417,YPR056W,0.1431,5.159999999999999,12.672
6418,YPR057W,0.1624,2.574,14.256
6419,YPR058W,0.0313,,3.0540000000000003
6420,YPR059C,0.0313,,7.29
6421,YPR060C,,21.744,
6422,YPR061C,0.0439,,4.368
6423,YPR062W,0.1312,75.696,24.816000000000003
6424,YPR063C,0.0839,16.038,14.868
6425,YPR064W,0.0152,,3.258
6426,YPR065W,0.4849,,39.461999999999996
6427,YPR066W,0.0778,0.26999999999999996,7.788
6428,YPR067W,,5.406,
6429,YPR068C,0.054,,3.4379999999999997
6430,YPR069C,,,
6431,YPR070W,0.1306,,6.918
6432,YPR071W,0.0172,,2.436
6433,YPR072W,0.1556,10.847999999999999,8.328000000000001
6434,YPR073C,,5.898,
6435,YPR074C,,18.09,
6436,YPR074W-A,,,
6437,YPR075C,0.1163,3.894,9.672
6438,YPR076W,,,
6439,YPR077C,,,
6440,YPR078C,0.0437,,3.516
6441,YPR079W,0.1376,1.9559999999999997,10.818
6442,YPR080W,0.2936,136.374,19.2
6443,YPR081C,0.109,0.846,5.286
6444,YPR082C,,7.158,
6445,YPR083W,0.0991,1.77,5.1240000000000006
6446,YPR084W,0.0775,0.72,5.094
6447,YPR085C,0.0815,1.446,5.513999999999999
6448,YPR086W,0.1917,7.374,16.637999999999998
6449,YPR087W,0.071,,19.956
6450,YPR088C,0.3695,,20.466
6451,YPR089W,0.2397,4.811999999999999,8.094
6452,YPR091C,0.1124,2.088,4.3740000000000006
6453,YPR092W,,1.722,
6454,YPR093C,0.1067,,11.094000000000001
6455,YPR094W,,,
6456,YPR095C,,,
6457,YPR096C,,0.42,
6458,YPR097W,,2.556,
6459,YPR098C,,4.194,
6460,YPR099C,0.0409,,10.331999999999999
6461,YPR100W,0.0584,,12.456
6462,YPR101W,,,
6463,YPR102C,0.0932,,16.014000000000003
6464,YPR103W,0.232,59.268,24.192
6465,YPR104C,0.2828,1.4640000000000002,9.06
6466,YPR105C,0.1431,5.796,4.986
6467,YPR106W,,,
6468,YPR107C,,,
6469,YPR108W,0.3312,13.206,23.124000000000002
6470,YPR108W-A,,,
6471,YPR109W,0.0348,,3.546
6472,YPR110C,0.2333,43.674,20.849999999999998
6473,YPR111W,0.1126,,5.982
6474,YPR112C,0.3325,2.208,11.238
6475,YPR113W,0.0911,69.24,12.378
6476,YPR114W,0.0715,10.559999999999999,6.792
6477,YPR115W,0.2941,,8.142
6478,YPR116W,,1.344,
6479,YPR117W,0.3277,,3.948
6480,YPR118W,0.0928,9.45,6.768
6481,YPR119W,0.2327,2.226,14.202
6482,YPR120C,0.0451,7.95,3.108
6483,YPR121W,0.1013,1.686,5.31
6484,YPR122W,0.2238,,5.556
6485,YPR123C,0.2347,,48.666000000000004
6486,YPR124W,0.4656,11.652000000000001,34.344
6487,YPR125W,0.1744,,11.508
6488,YPR126C,,,
6489,YPR127W,0.0931,,8.081999999999999
6490,YPR128C,0.075,,6.84
6491,YPR129W,0.1461,,12.54
6492,YPR130C,0.0522,,11.55
6493,YPR131C,0.0454,,6.954000000000001
6494,YPR132W,0.2842,320.46000000000004,31.895999999999997
6495,YPR133C,0.2096,37.122,15.312
6496,YPR133W-A,0.0163,,9.63
6497,YPR134W,0.0391,,4.368
6498,YPR135W,,,
6499,YPR136C,0.036,,6.33
6500,YPR137W,0.2226,8.118,11.64
6501,YPR138C,0.2088,2.976,12.792
6502,YPR139C,0.063,6.306,6.282
6503,YPR140W,0.0763,2.472,5.994
6504,YPR141C,0.1725,1.278,7.092
6505,YPR142C,0.0523,0.144,8.352
6506,YPR143W,0.1184,6.468,14.178
6507,YPR144C,0.147,3.9960000000000004,7.98
6508,YPR145C-A,,,
6509,YPR145W,0.3735,142.82399999999998,19.566
6510,YPR146C,,0.258,
6511,YPR147C,,,
6512,YPR148C,0.1711,12.078000000000001,11.783999999999999
6513,YPR149W,0.1367,39.401999999999994,23.61
6514,YPR150W,,,
6515,YPR151C,,,
6516,YPR152C,,0.57,
6517,YPR153W,,0.084,
6518,YPR154W,0.0949,,13.2
6519,YPR155C,0.0975,,4.746
6520,YPR156C,,,
6521,YPR157W,,,
6522,YPR158W,0.1668,11.129999999999999,19.812
6523,YPR159C-A,,,
6524,YPR159W,0.2891,4.122,12.030000000000001
6525,YPR160C-A,,,
6526,YPR160W,,,
6527,YPR160W-A,,,
6528,YPR161C,0.2184,9.834,9.966
6529,YPR162C,0.0831,,4.704
6530,YPR163C,0.1563,135.474,10.74
6531,YPR164W,0.4153,1.0739999999999998,8.85
6532,YPR165W,0.1742,91.014,24.93
6533,YPR166C,,,
6534,YPR167C,0.0438,,5.022
6535,YPR168W,0.1124,0.5640000000000001,21.39
6536,YPR169W,0.358,9.744,21.798000000000002
